ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
5832,Membranoprolif nephr NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis",2,1,10
5834,Rapidly prog nephrit NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis",1,1,10
5839,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",50,1,10
5845,"Ac kidny fail, tubr necr",Acute kidney failure with lesion of tubular necrosis,1711,1,10
5846,"Ac kidny fail, cort necr",Acute kidney failure with lesion of renal cortical necrosis,4,1,10
5847,"Ac kidny fail, medu necr",Acute kidney failure with lesion of renal medullary [papillary] necrosis,1,1,10
5848,Acute kidney failure NEC,Acute kidney failure with other specified pathological lesion in kidney,39,1,10
5849,Acute kidney failure NOS,"Acute kidney failure, unspecified",6418,1,10
5851,Chro kidney dis stage I,"Chronic kidney disease, Stage I",9,1,10
5852,Chro kidney dis stage II,"Chronic kidney disease, Stage II (mild)",85,1,10
5853,Chr kidney dis stage III,"Chronic kidney disease, Stage III (moderate)",492,1,10
5854,Chr kidney dis stage IV,"Chronic kidney disease, Stage IV (severe)",203,1,10
5855,Chron kidney dis stage V,"Chronic kidney disease, Stage V",50,1,10
5856,End stage renal disease,End stage renal disease,896,1,10
5859,Chronic kidney dis NOS,"Chronic kidney disease, unspecified",2371,1,10
5880,Renal osteodystrophy,Renal osteodystrophy,16,1,10
5881,Nephrogen diabetes insip,Nephrogenic diabetes insipidus,20,1,10
5881,Human herpesvirus 6 infc,Human herpesvirus 6 infection,1,1,10
5889,Human herpesvirs inf NEC,Other human herpesvirus infection,1,1,10
5902,Renal/perirenal abscess,Renal and perinephric abscess,11,1,10
5909,Infection of kidney NOS,"Infection of kidney, unspecified",1,1,10
5920,Calculus of kidney,Calculus of kidney,148,1,10
5921,Calculus of ureter,Calculus of ureter,76,1,10
5929,Urinary calculus NOS,"Urinary calculus, unspecified",3,1,10
5931,Hypertrophy of kidney,Hypertrophy of kidney,1,1,10
5932,"Cyst of kidney, acquired","Cyst of kidney, acquired",86,1,10
5933,Stricture of ureter,Stricture or kinking of ureter,20,1,10
5934,Ureteric obstruction NEC,Other ureteric obstruction,48,1,10
5935,Hydroureter,Hydroureter,16,1,10
5939,Renal & ureteral dis NOS,Unspecified disorder of kidney and ureter,485,1,10
5941,Bladder calculus NEC,Other calculus in bladder,10,1,10
5942,Urethral calculus,Calculus in urethra,1,1,10
5950,Acute cystitis,Acute cystitis,22,1,10
5951,Chr interstit cystitis,Chronic interstitial cystitis,5,1,10
5952,Chronic cystitis NEC,Other chronic cystitis,3,1,10
5959,Cystitis NOS,"Cystitis, unspecified",14,1,10
5960,Bladder neck obstruction,Bladder neck obstruction,30,1,10
5961,Intestinovesical fistula,Intestinovesical fistula,16,1,10
5963,Diverticulum of bladder,Diverticulum of bladder,8,1,10
5964,Atony of bladder,Atony of bladder,11,1,10
5966,"Bladder rupt, nontraum","Rupture of bladder, nontraumatic",4,1,10
5967,Bladder wall hemorrhage,Hemorrhage into bladder wall,6,1,10
5969,Bladder disorder NOS,Unspecified disorder of bladder,5,1,10
5970,Urethral abscess,Urethral abscess,4,1,10
5981,Traum urethral stricture,Traumatic urethral stricture,1,1,10
5982,Postop urethral strictur,Postoperative urethral stricture,2,1,10
5988,Urethral stricture NEC,Other specified causes of urethral stricture,11,1,10
5989,Urethral stricture NOS,"Urethral stricture, unspecified",28,1,10
5990,Urin tract infection NOS,"Urinary tract infection, site not specified",4684,1,10
5991,Urethral fistula,Urethral fistula,3,1,10
5993,Urethral caruncle,Urethral caruncle,2,1,10
5994,Urethral false passage,Urethral false passage,14,1,10
6010,Acute prostatitis,Acute prostatitis,9,1,10
6011,Chronic prostatitis,Chronic prostatitis,6,1,10
6012,Abscess of prostate,Abscess of prostate,3,1,10
6018,Prostatic inflam dis NEC,Other specified inflammatory diseases of prostate,3,1,10
6019,Prostatitis NOS,"Prostatitis, unspecified",6,1,10
6021,Prostatic congest/hemorr,Congestion or hemorrhage of prostate,2,1,10
6023,Dysplasia of prostate,Dysplasia of prostate,3,1,10
6028,Prostatic disorders NEC,Other specified disorders of prostate,2,1,10
6038,Hydrocele NEC,Other specified types of hydrocele,3,1,10
6039,Hydrocele NOS,"Hydrocele, unspecified",11,1,10
6040,Orchitis with abscess,"Orchitis, epididymitis, and epididymo-orchitis, with abscess",5,1,10
6072,"Inflam dis, penis NEC",Other inflammatory disorders of penis,5,1,10
6073,Priapism,Priapism,2,1,10
6079,Disorder of penis NOS,Unspecified disorder of penis,2,1,10
6080,Seminal vesiculitis,Seminal vesiculitis,1,1,10
6084,Male gen inflam dis NEC,Other inflammatory disorders of male genital organs,22,1,10
6089,Male genital dis NOS,Unspecified disorder of male genital organs,3,1,10
6101,Diffus cystic mastopathy,Diffuse cystic mastopathy,2,1,10
6110,Inflam disease of breast,Inflammatory disease of breast,11,1,10
6111,Hypertrophy of breast,Hypertrophy of breast,9,1,10
6116,Galactorrhea-nonobstet,Galactorrhea not associated with childbirth,1,1,10
6119,Breast disorder NOS,Unspecified breast disorder,2,1,10
6140,Ac salpingo-oophoritis,Acute salpingitis and oophoritis,9,1,10
6141,Chr salpingo-oophoritis,Chronic salpingitis and oophoritis,3,1,10
6142,Salpingo-oophoritis NOS,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",2,1,10
6143,Acute parametritis,Acute parametritis and pelvic cellulitis,8,1,10
6144,Chronic parametritis,Chronic or unspecified parametritis and pelvic cellulitis,8,1,10
6145,Ac pelv peritonitis-fem,"Acute or unspecified pelvic peritonitis, female",2,1,10
6146,Fem pelvic periton adhes,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",29,1,10
6149,Fem pelv inflam dis NOS,Unspecified inflammatory disease of female pelvic organs and tissues,2,1,10
6150,Ac uterine inflammation,"Acute inflammatory diseases of uterus, except cervix",6,1,10
6151,Chr uterine inflammation,"Chronic inflammatory diseases of uterus, except cervix",4,1,10
6159,Uterine inflam dis NOS,Unspecified inflammatory disease of uterus,8,1,10
6160,Cervicitis,Cervicitis and endocervicitis,3,1,10
6162,Bartholin's gland cyst,Cyst of Bartholin's gland,1,1,10
6164,Abscess of vulva NEC,Other abscess of vulva,3,1,10
6169,Female gen inflam NOS,"Unspecified inflammatory disease of cervix, vagina, and vulva",1,1,10
6170,Uterine endometriosis,Endometriosis of uterus,11,1,10
6171,Ovarian endometriosis,Endometriosis of ovary,7,1,10
6172,Tubal endometriosis,Endometriosis of fallopian tube,1,1,10
6173,Pelv perit endometriosis,Endometriosis of pelvic peritoneum,4,1,10
6175,Intestinal endometriosis,Endometriosis of intestine,3,1,10
6178,Endometriosis NEC,Endometriosis of other specified sites,1,1,10
6179,Endometriosis NOS,"Endometriosis, site unspecified",9,1,10
6181,Uterine prolapse,Uterine prolapse without mention of vaginal wall prolapse,8,1,10
6182,Uterovag prolaps-incompl,"Uterovaginal prolapse, incomplete",1,1,10
6183,Uterovag prolaps-complet,"Uterovaginal prolapse, complete",2,1,10
6184,Utervaginal prolapse NOS,"Uterovaginal prolapse, unspecified",3,1,10
6185,Postop vaginal prolapse,Prolapse of vaginal vault after hysterectomy,3,1,10
6190,"Urin-genital fistul, fem","Urinary-genital tract fistula, female",3,1,10
6191,"Digest-genit fistul, fem","Digestive-genital tract fistula, female",22,1,10
6198,Fem genital fistula NEC,Other specified fistulas involving female genital tract,2,1,10
6200,Follicular cyst of ovary,Follicular cyst of ovary,2,1,10
6201,Corpus luteum cyst,Corpus luteum cyst or hematoma,6,1,10
6202,Ovarian cyst NEC/NOS,Other and unspecified ovarian cyst,45,1,10
6203,Acq atrophy ovary & tube,Acquired atrophy of ovary and fallopian tube,1,1,10
6205,Torsion of ovary or tube,"Torsion of ovary, ovarian pedicle, or fallopian tube",6,1,10
6208,Noninfl dis ova/adnx NEC,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",7,1,10
6209,Noninfl dis ova/adnx NOS,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament",2,1,10
6210,Polyp of corpus uteri,Polyp of corpus uteri,7,1,10
6212,Hypertrophy of uterus,Hypertrophy of uterus,1,1,10
6214,Hematometra,Hematometra,2,1,10
6218,Disorders of uterus NEC,"Other specified disorders of uterus, not elsewhere classified",2,1,10
6232,Stricture of vagina,Stricture or atresia of vagina,1,1,10
6235,Noninfect vag leukorrhea,"Leukorrhea, not specified as infective",3,1,10
6238,Noninflam dis vagina NEC,Other specified noninflammatory disorders of vagina,32,1,10
6248,Noninflam dis vulva NEC,Other specified noninflammatory disorders of vulva and perineum,3,1,10
6249,Noninflam dis vulva NOS,Unspecified noninflammatory disorder of vulva and perineum,2,1,10
6251,Vaginismus,Vaginismus,1,1,10
6253,Dysmenorrhea,Dysmenorrhea,6,1,10
6254,Premenstrual tension,Premenstrual tension syndromes,1,1,10
6256,Fem stress incontinence,"Stress incontinence, female",16,1,10
6258,Fem genital symptoms NEC,Other specified symptoms associated with female genital organs,7,1,10
6259,Fem genital symptoms NOS,Unspecified symptom associated with female genital organs,5,1,10
6260,Absence of menstruation,Absence of menstruation,4,1,10
6262,Excessive menstruation,Excessive or frequent menstruation,29,1,10
6264,Irregular menstruation,Irregular menstrual cycle,2,1,10
6266,Metrorrhagia,Metrorrhagia,2,1,10
6268,Menstrual disorder NEC,Other disorders of menstruation and other abnormal bleeding from female genital tract,6,1,10
6269,Menstrual disorder NOS,Unspecified disorders of menstruation and other abnormal bleeding from female genital tract,1,1,10
6270,Premenopause menorrhagia,Premenopausal menorrhagia,3,1,10
6271,Postmenopausal bleeding,Postmenopausal bleeding,17,1,10
6272,Sympt fem climact state,Symptomatic menopausal or female climacteric states,1,1,10
6273,Atrophic vaginitis,Postmenopausal atrophic vaginitis,5,1,10
6274,Sympt state w artif meno,Symptomatic states associated with artificial menopause,2,1,10
6278,Menopausal disorder NEC,Other specified menopausal and postmenopausal disorders,1,1,10
6279,Menopausal disorder NOS,Unspecified menopausal and postmenopausal disorder,5,1,10
6289,Female infertility NOS,"Infertility, female, of unspecified origin",3,1,10
6390,Postabortion gu infect,Genital tract and pelvic infection following abortion or ectopic and molar pregnancies,2,1,11
6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,3,1,11
6392,Postabort pelvic damage,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies,1,1,11
6396,Postabortion embolism,Embolism following abortion or ectopic and molar pregnancies,1,1,11
6398,Postabortion compl NEC,Other specified complications following abortion or ectopic and molar pregnancy,2,1,11
6641,West Nile Fever w/enceph,West Nile Fever with encephalitis,1,1,11
6642,West Nile neuro man NEC,West Nile Fever with other neurologic manifestation,1,1,11
6802,Carbuncle of trunk,Carbuncle and furuncle of trunk,2,1,12
6805,Carbuncle of buttock,Carbuncle and furuncle of buttock,2,1,12
6806,Carbuncle of leg,"Carbuncle and furuncle of leg, except foot",2,1,12
6809,Carbuncle NOS,Carbuncle and furuncle of unspecified site,1,1,12
6820,Cellulitis of face,Cellulitis and abscess of face,32,1,12
6821,Cellulitis of neck,Cellulitis and abscess of neck,34,1,12
6822,Cellulitis of trunk,Cellulitis and abscess of trunk,259,1,12
6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm,156,1,12
6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb",45,1,12
6825,Cellulitis of buttock,Cellulitis and abscess of buttock,19,1,12
6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot",508,1,12
6827,Cellulitis of foot,"Cellulitis and abscess of foot, except toes",111,1,12
6828,"Cellulitis, site NEC",Cellulitis and abscess of other specified sites,22,1,12
6829,Cellulitis NOS,Cellulitis and abscess of unspecified sites,7,1,12
6850,Pilonidal cyst w abscess,Pilonidal cyst with abscess,1,1,12
6851,Pilonidal cyst w/o absc,Pilonidal cyst without mention of abscess,4,1,12
6861,Pyogenic granuloma,Pyogenic granuloma of skin and subcutaneous tissue,2,1,12
6868,Local skin infection NEC,Other specified local infections of skin and subcutaneous tissue,2,1,12
6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue,9,1,12
6918,Other atopic dermatitis,Other atopic dermatitis and related conditions,5,1,12
6920,Detergent dermatitis,Contact dermatitis and other eczema due to detergents,1,1,12
6923,Topical med dermatitis,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,2,1,12
6924,Chemical dermatitis NEC,Contact dermatitis and other eczema due to other chemical products,5,1,12
6926,Dermatitis due to plant,Contact dermatitis and other eczema due to plants [except food],2,1,12
6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause",119,1,12
6930,Drug dermatitis NOS,Dermatitis due to drugs and medicines taken internally,409,1,12
6931,Dermat d/t food ingest,Dermatitis due to food taken internally,3,1,12
6938,Dermat d/t int agent NEC,Dermatitis due to other specified substances taken internally,1,1,12
6940,Dermatitis herpetiformis,Dermatitis herpetiformis,1,1,12
6944,Pemphigus,Pemphigus,4,1,12
6945,Pemphigoid,Pemphigoid,13,1,12
6948,Bullous dermatoses NEC,Other specified bullous dermatoses,2,1,12
6950,Toxic erythema,Toxic erythema,2,1,12
6952,Erythema nodosum,Erythema nodosum,5,1,12
6953,Rosacea,Rosacea,28,1,12
6954,Lupus erythematosus,Lupus erythematosus,22,1,12
6959,Erythematous cond NOS,Unspecified erythematous condition,18,1,12
6960,Psoriatic arthropathy,Psoriatic arthropathy,46,1,12
6961,Other psoriasis,Other psoriasis,220,1,12
6962,Parapsoriasis,Parapsoriasis,1,1,12
6963,Pityriasis rosea,Pityriasis rosea,1,1,12
6970,Lichen planus,Lichen planus,5,1,12
6979,Lichen NOS,"Lichen, unspecified",1,1,12
6981,Pruritus of genitalia,Pruritus of genital organs,1,1,12
6983,Lichenification,Lichenification and lichen simplex chronicus,13,1,12
6984,Dermatitis factitia,Dermatitis factitia [artefacta],1,1,12
6988,Pruritic conditions NEC,Other specified pruritic conditions,10,1,12
6989,Pruritic disorder NOS,Unspecified pruritic disorder,38,1,12
7010,Circumscribe scleroderma,Circumscribed scleroderma,8,1,12
7011,"Keratoderma, acquired","Keratoderma, acquired",6,1,12
7012,Acq acanthosis nigricans,Acquired acanthosis nigricans,1,1,12
7015,Abnormal granulation NEC,Other abnormal granulation tissue,11,1,12
7018,Skin hypertro/atroph NEC,Other specified hypertrophic and atrophic conditions of skin,9,1,12
7019,Skin hypertro/atroph NOS,Unspecified hypertrophic and atrophic conditions of skin,2,1,12
7020,Hpt B acte coma wo dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta",20,1,12
7020,Actinic keratosis,Actinic keratosis,5,1,12
7022,Hpt B chrn coma wo dlta,Chronic viral hepatitis B with hepatic coma without hepatitis delta,15,1,12
7028,Other specf dermatoses,Other specified dermatoses,3,1,12
7030,Hpt B acte wo cm wo dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta",116,1,12
7030,Ingrowing nail,Ingrowing nail,4,1,12
7031,Hpt B acte wo cm w dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta",3,1,12
7032,Hpt B chrn wo cm wo dlta,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,173,1,12
7033,Hpt B chrn wo cm w dlta,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta,2,1,12
7038,Diseases of nail NEC,Other specified diseases of nail,8,1,12
7041,Hpt C acute w hepat Coma,Acute hepatitis C with hepatic coma,8,1,12
7041,Hirsutism,Hirsutism,4,1,12
7044,Chrnc hpt C w hepat Coma,Chronic hepatitis C with hepatic coma,123,1,12
7048,Hair diseases NEC,Other specified diseases of hair and hair follicles,23,1,12
7049,Oth vrl hepat w hpt coma,Other specified viral hepatitis with hepatic coma,1,1,12
7051,Hpt C acute wo hpat coma,Acute hepatitis C without mention of hepatic coma,60,1,12
7051,Prickly heat,Prickly heat,13,1,12
7052,Hpt dlt wo b wo hpt coma,Hepatitis delta without mention of active hepatitis B disease or hepatic coma,1,1,12
7054,Chrnc hpt C wo hpat coma,Chronic hepatitis C without mention of hepatic coma,748,1,12
7059,Oth vrl hpat wo hpt coma,Other specified viral hepatitis without mention of hepatic coma,2,1,12
7061,Acne NEC,Other acne,6,1,12
7062,Sebaceous cyst,Sebaceous cyst,7,1,12
7068,Sebaceous gland dis NEC,Other specified diseases of sebaceous glands,1,1,12
7069,Sebaceous gland dis NOS,Unspecified disease of sebaceous glands,1,1,12
7070,Hpt C w/o hepat coma NOS,Unspecified viral hepatitis C without hepatic coma,429,1,12
7071,Hpt C w hepatic coma NOS,Unspecified viral hepatitis C with hepatic coma,52,1,12
7078,Chronic skin ulcer NEC,Chronic ulcer of other specified sites,95,1,12
7079,Chronic skin ulcer NOS,Chronic ulcer of unspecified site,4,1,12
7080,Allergic urticaria,Allergic urticaria,17,1,12
7083,Dermatographic urticaria,Dermatographic urticaria,3,1,12
7088,Urticaria NEC,Other specified urticaria,4,1,12
7089,Urticaria NOS,"Urticaria, unspecified",8,1,12
7092,Scar & fibrosis of skin,Scar conditions and fibrosis of skin,14,1,12
7093,Degenerative skin disord,Degenerative skin disorders,7,1,12
7094,Foreign body granul-skin,Foreign body granuloma of skin and subcutaneous tissue,1,1,12
7098,Skin disorders NEC,Other specified disorders of skin,46,1,12
7099,Skin disorder NOS,Unspecified disorder of skin and subcutaneous tissue,15,1,12
7100,Syst lupus erythematosus,Systemic lupus erythematosus,171,1,13
7101,Systemic sclerosis,Systemic sclerosis,54,1,13
7102,Sicca syndrome,Sicca syndrome,44,1,13
7103,Dermatomyositis,Dermatomyositis,12,1,13
7104,Polymyositis,Polymyositis,14,1,13
7105,Eosinophilia myalgia snd,Eosinophilia myalgia syndrome,1,1,13
7108,Diff connect tis dis NEC,Other specified diffuse diseases of connective tissue,7,1,13
7109,Diff connect tis dis NOS,Unspecified diffuse connective tissue disease,11,1,13
7131,Arthrop w noninf GI dis,Arthropathy associated with gastrointestinal conditions other than infections,3,1,13
7132,Arthropath w hematol dis,Arthropathy associated with hematological disorders,1,1,13
7135,Arthropathy w nerve dis,Arthropathy associated with neurological disorders,52,1,13
7138,Arthrop w oth dis NEC,Arthropathy associated with other conditions classifiable elsewhere,1,1,13
7140,Rheumatoid arthritis,Rheumatoid arthritis,474,1,13
7141,Felty's syndrome,Felty's syndrome,2,1,13
7142,Syst rheum arthritis NEC,Other rheumatoid arthritis with visceral or systemic involvement,3,1,13
7149,Inflamm polyarthrop NOS,Unspecified inflammatory polyarthropathy,5,1,13
7176,Loose body in knee,Loose body in knee,3,1,13
7197,Difficulty in walking,Difficulty in walking,25,1,13
7200,Ankylosing spondylitis,Ankylosing spondylitis,32,1,13
7202,Sacroiliitis NEC,"Sacroiliitis, not elsewhere classified",7,1,13
7209,Inflam spondylopathy NOS,Unspecified inflammatory spondylopathy,7,1,13
7210,Cervical spondylosis,Cervical spondylosis without myelopathy,164,1,13
7211,Cerv spondyl w myelopath,Cervical spondylosis with myelopathy,70,1,13
7212,Thoracic spondylosis,Thoracic spondylosis without myelopathy,13,1,13
7213,Lumbosacral spondylosis,Lumbosacral spondylosis without myelopathy,121,1,13
7217,Traumatic spondylopathy,Traumatic spondylopathy,8,1,13
7218,Spinal disorders NEC,Other allied disorders of spine,9,1,13
7220,Cervical disc displacmnt,Displacement of cervical intervertebral disc without myelopathy,37,1,13
7222,Disc displacement NOS,"Displacement of intervertebral disc, site unspecified, without myelopathy",6,1,13
7224,Cervical disc degen,Degeneration of cervical intervertebral disc,24,1,13
7226,Disc degeneration NOS,"Degeneration of intervertebral disc, site unspecified",13,1,13
7230,Cervical spinal stenosis,Spinal stenosis in cervical region,60,1,13
7231,Cervicalgia,Cervicalgia,68,1,13
7234,Brachial neuritis NOS,Brachial neuritis or radiculitis NOS,20,1,13
7235,Torticollis NOS,"Torticollis, unspecified",10,1,13
7236,Panniculitis of neck,Panniculitis specified as affecting neck,1,1,13
7237,Ossification cerv lig,Ossification of posterior longitudinal ligament in cervical region,1,1,13
7238,Cervical syndrome NEC,Other syndromes affecting cervical region,4,1,13
7242,Lumbago,Lumbago,354,1,13
7243,Sciatica,Sciatica,72,1,13
7244,Lumbosacral neuritis NOS,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",25,1,13
7245,Backache NOS,"Backache, unspecified",241,1,13
7246,Disorders of sacrum,Disorders of sacrum,1,1,13
7248,Other back symptoms,Other symptoms referable to back,10,1,13
7249,Back disorder NOS,Other unspecified back disorders,6,1,13
7260,Adhesive capsulit shlder,Adhesive capsulitis of shoulder,13,1,13
7262,Shoulder region dis NEC,"Other affections of shoulder region, not elsewhere classified",3,1,13
7265,Enthesopathy of hip,Enthesopathy of hip region,11,1,13
7273,Bursitis NEC,Other bursitis,4,1,13
7279,Synov/tend/bursa dis NOS,"Unspecified disorder of synovium, tendon, and bursa",1,1,13
7280,Infective myositis,Infective myositis,10,1,13
7282,Musc disuse atrophy NEC,"Muscular wasting and disuse atrophy, not elsewhere classified",6,1,13
7283,Muscle disorders NEC,Other specific muscle disorders,3,1,13
7284,Laxity of ligament,Laxity of ligament,1,1,13
7286,Contracted palmar fascia,Contracture of palmar fascia,2,1,13
7289,Muscle/ligament dis NOS,"Unspecified disorder of muscle, ligament, and fascia",5,1,13
7291,Myalgia and myositis NOS,"Myalgia and myositis, unspecified",260,1,13
7292,Neuralgia/neuritis NOS,"Neuralgia, neuritis, and radiculitis, unspecified",6,1,13
7294,Fasciitis NOS,"Fasciitis, unspecified",7,1,13
7295,Pain in limb,Pain in limb,89,1,13
7296,Old FB in soft tissue,Residual foreign body in soft tissue,4,1,13
7310,Osteitis deformans NOS,Osteitis deformans without mention of bone tumor,35,1,13
7313,Major osseous defects,Major osseous defects,20,1,13
7318,Bone involv in oth dis,Other bone involvement in diseases classified elsewhere,56,1,13
7320,Juv osteochondros spine,Juvenile osteochondrosis of spine,1,1,13
7321,Juv osteochondros pelvis,Juvenile osteochondrosis of hip and pelvis,3,1,13
7323,Juv osteochondrosis arm,Juvenile osteochondrosis of upper extremity,1,1,13
7324,Juv osteochondrosis leg,"Juvenile osteochondrosis of lower extremity, excluding foot",1,1,13
7333,Hyperostosis of skull,Hyperostosis of skull,1,1,13
7336,Tietze's disease,Tietze's disease,10,1,13
7350,Hallux valgus,Hallux valgus (acquired),1,1,13
7354,Other hammer toe,Other hammer toe (acquired),3,1,13
7358,Acq deformity of toe NEC,Other acquired deformities of toe,1,1,13
7359,Acq deformity of toe NOS,Unspecified acquired deformity of toe,1,1,13
7366,Acq knee deformity NEC,Other acquired deformities of knee,1,1,13
7380,Acq nose deformity,Acquired deformity of nose,2,1,13
7383,Acq chest deformity,Acquired deformity of chest and rib,4,1,13
7384,Acq spondylolisthesis,Acquired spondylolisthesis,36,1,13
7385,Other acq back deformity,Other acquired deformity of back or spine,3,1,13
7420,Encephalocele,Encephalocele,4,1,14
7421,Microcephalus,Microcephalus,2,1,14
7422,"Reduction deform, brain",Congenital reduction deformities of brain,1,1,14
7423,Congenital hydrocephalus,Congenital hydrocephalus,9,1,14
7424,Brain anomaly NEC,Other specified congenital anomalies of brain,16,1,14
7428,Nervous system anom NEC,Other specified congenital anomalies of nervous system,1,1,14
7429,Nervous system anom NOS,"Unspecified congenital anomaly of brain, spinal cord, and nervous system",4,1,14
7452,Tetralogy of fallot,Tetralogy of fallot,7,1,14
7454,Ventricular sept defect,Ventricular septal defect,22,1,14
7455,Secundum atrial sept def,Ostium secundum type atrial septal defect,377,1,14
7458,Septal closure anom NEC,Other bulbus cordis anomalies and anomalies of cardiac septal closure,5,1,14
7459,Septal closure anom NOS,Unspecified defect of septal closure,1,1,14
7461,Cong tricusp atres/sten,"Tricuspid atresia and stenosis, congenital",1,1,14
7462,Ebstein's anomaly,Ebstein's anomaly,6,1,14
7463,Cong aorta valv stenosis,Congenital stenosis of aortic valve,10,1,14
7464,Cong aorta valv insuffic,Congenital insufficiency of aortic valve,279,1,14
7466,Cong mitral insufficienc,Congenital mitral insufficiency,2,1,14
7469,Cong heart anomaly NOS,Unspecified congenital anomaly of heart,15,1,14
7470,Patent ductus arteriosus,Patent ductus arteriosus,7,1,14
7480,Choanal atresia,Choanal atresia,1,1,14
7481,Nose anomaly NEC,Other anomalies of nose,1,1,14
7482,Laryngeal web,Web of larynx,2,1,14
7483,Laryngotrach anomaly NEC,"Other anomalies of larynx, trachea, and bronchus",11,1,14
7485,Agenesis of lung,"Agenesis, hypoplasia, and dysplasia of lung",1,1,14
7488,Respiratory anomaly NEC,Other specified anomalies of respiratory system,1,1,14
7503,Cong esoph fistula/atres,"Tracheoesophageal fistula, esophageal atresia and stenosis",24,1,14
7504,Esophageal anomaly NEC,Other specified anomalies of esophagus,6,1,14
7508,Upper GI anomaly NEC,Other specified anomalies of upper alimentary tract,1,1,14
7509,Upper GI anomaly NOS,Unspecified anomaly of upper alimentary tract,3,1,14
7510,Meckel's diverticulum,Meckel's diverticulum,13,1,14
7513,Hirschsprung's disease,Hirschsprung's disease and other congenital functional disorders of colon,2,1,14
7514,Intestinal fixation anom,Anomalies of intestinal fixation,4,1,14
7515,Intestinal anomaly NEC,Other anomalies of intestine,3,1,14
7517,Pancreas anomalies,Anomalies of pancreas,6,1,14
7520,Anomalies of ovaries,Anomalies of ovaries,1,1,14
7522,Doubling of uterus,Doubling of uterus,1,1,14
7530,Renal agenesis,Renal agenesis and dysgenesis,32,1,14
7533,Kidney anomaly NEC,Other specified anomalies of kidney,16,1,14
7534,Ureteral anomaly NEC,Other specified anomalies of ureter,3,1,14
7539,Urinary anomaly NOS,Unspecified anomaly of urinary system,1,1,14
7542,Cong postural deformity,Congenital musculoskeletal deformities of spine,1,1,14
7564,Chondrodystrophy,Chondrodystrophy,1,1,14
7566,Anomalies of diaphragm,Anomalies of diaphragm,1,1,14
7570,Hereditary edema of legs,Hereditary edema of legs,2,1,14
7580,Down's syndrome,Down's syndrome,46,1,14
7581,Patau's syndrome,Patau's syndrome,1,1,14
7585,Autosomal anomalies NEC,Other conditions due to autosomal anomalies,3,1,14
7586,Gonadal dysgenesis,Gonadal dysgenesis,4,1,14
7587,Klinefelter's syndrome,Klinefelter's syndrome,6,1,14
7589,Chromosome anomaly NOS,Conditions due to anomaly of unspecified chromosome,1,1,14
7590,Anomalies of spleen,Anomalies of spleen,1,1,14
7592,Endocrine anomaly NEC,Anomalies of other endocrine glands,2,1,14
7593,Situs inversus,Situs inversus,4,1,14
7595,Tuberous sclerosis,Tuberous sclerosis,3,1,14
7596,Hamartoses NEC,"Other hamartoses, not elsewhere classified",19,1,14
7799,Unsp ds conjuc viruses,Unspecified diseases of conjunctiva due to viruses,2,1,0
7801,Hallucinations,Hallucinations,27,1,15
7802,Syncope and collapse,Syncope and collapse,365,1,15
7804,Dizziness and giddiness,Dizziness and giddiness,83,1,15
7808,Generalizd hyperhidrosis,Generalized hyperhidrosis,7,1,15
7810,Abn involun movement NEC,Abnormal involuntary movements,65,1,15
7810,Viral warts NOS,"Viral warts, unspecified",5,1,15
7811,Condyloma acuminatum,Condyloma acuminatum,6,1,15
7811,Smell & taste disturb,Disturbances of sensation of smell and taste,2,1,15
7812,Abnormality of gait,Abnormality of gait,130,1,15
7813,Lack of coordination,Lack of coordination,72,1,15
7816,Meningismus,Meningismus,10,1,15
7818,Neurologic neglect syndr,Neurologic neglect syndrome,27,1,15
7819,Oth specfd viral warts,Other specified viral warts,3,1,15
7820,Skin sensation disturb,Disturbance of skin sensation,63,1,15
7821,Nonspecif skin erupt NEC,Rash and other nonspecific skin eruption,169,1,15
7822,Local suprficial swellng,"Localized superficial swelling, mass, or lump",3,1,15
7823,Edema,Edema,215,1,15
