ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
206,Cranial osteoplasty NEC,Other cranial osteoplasty,50,1,206
64,Complete thyroidectomy,Complete thyroidectomy,50,1,64
8873,Dx ultrasound-thorax NEC,Diagnostic ultrasound of other sites of thorax,49,1,8873
7674,Open reduct maxillary fx,Open reduction of maxillary fracture,49,1,7674
51,Impl CRT defibrillat sys,"Implantation of cardiac resynchronization defibrillator, total system [CRT-D]",49,1,51
8774,Retrograde pyelogram,Retrograde pyelogram,48,1,8774
543,Destruct abd wall lesion,Excision or destruction of lesion or tissue of abdominal wall or umbilicus,48,1,543
4252,Thorac esophagogastrost,Intrathoracic esophagogastrostomy,48,1,4252
3925,Aorta-iliac-femor bypass,Aorta-iliac-femoral bypass,48,1,3925
3452,Thoracoscopc decort lung,Thoracoscopic decortication of lung,48,1,3452
3731,Pericardiectomy,Pericardiectomy,47,1,3731
3249,Lobectomy of lung NEC,Other lobectomy of lung,47,1,3249
5651,Form cutan ileoureterost,Formation of cutaneous uretero-ileostomy,47,1,5651
3814,Endarterectomy of aorta,"Endarterectomy, aorta",47,1,3814
3974,Endo rem obs hd/neck ves,Endovascular removal of obstruction from head and neck vessel(s),47,1,3974
437,Part gastrec w jej anast,Partial gastrectomy with anastomosis to jejunum,47,1,437
7867,Remov imp dev-tib/fibula,"Removal of implanted devices from bone, tibia and fibula",46,1,7867
2171,Clos reduction nasal fx,Closed reduction of nasal fracture,45,1,2171
3771,Int insert lead in vent,Initial insertion of transvenous lead [electrode] into ventricle,45,1,3771
8154,Total knee replacement,Total knee replacement,45,1,8154
4824,Closed rectal biopsy,Closed [endoscopic] biopsy of rectum,45,1,4824
3886,Occlude abd artery NEC,"Other surgical occlusion of vessels, abdominal arteries",45,1,3886
5771,Radical cystectomy,Radical cystectomy,45,1,5771
7869,Remove impl device NEC,"Removal of implanted devices from bone, other bones",45,1,7869
8417,Above knee amputation,Amputation above knee,45,1,8417
8332,Excis lesion of muscle,Excision of lesion of muscle,44,1,8332
3699,Heart vessel op NEC,Other operations on vessels of heart,44,1,3699
5423,Peritoneal biopsy,Biopsy of peritoneum,44,1,5423
5091,Percutan liver aspirat,Percutaneous aspiration of liver,44,1,5091
7692,Syn implant to face bone,Insertion of synthetic implant in facial bone,44,1,7692
9354,Application of splint,Application of splint,43,1,9354
7865,Remove imp device-femur,"Removal of implanted devices from bone, femur",43,1,7865
3228,Endosc destruc lung les,Endoscopic excision or destruction of lesion or tissue of lung,43,1,3228
4442,Suture duoden ulcer site,Suture of duodenal ulcer site,42,1,4442
539,Sympath nerve inject NEC,Other injection into sympathetic nerve or ganglion,42,1,539
539,Other hernia repair,Other hernia repair,42,1,539
7905,Cl fx reduc-femur,"Closed reduction of fracture without internal fixation, femur",42,1,7905
8891,Mri of brain & brainstem,Magnetic resonance imaging of brain and brain stem,41,1,8891
221,Insert/replace EVD,Insertion or replacement of external ventricular drain [EVD],41,1,221
8753,Intraoper cholangiogram,Intraoperative cholangiogram,41,1,8753
4029,Simp exc lymph struc NEC,Simple excision of other lymphatic structure,41,1,4029
3774,Int or repl lead epicar,Insertion or replacement of epicardial lead [electrode] into epicardium,40,1,3774
3328,Open lung biopsy,Open biopsy of lung,40,1,3328
7909,Closed fx reduction NEC,"Closed reduction of fracture without internal fixation, other specified bone",39,1,7909
7672,Opn reduct malar/zygo fx,Open reduction of malar and zygomatic fracture,39,1,7672
762,Exc pituit les-transphen,"Partial excision of pituitary gland, transsphenoidal approach",38,1,762
762,Destruct facial bone les,Local excision or destruction of lesion of facial bone,38,1,762
9912,Allergy immunization,Immunization for allergy,38,1,9912
3424,Pleural biopsy NEC,Other pleural biopsy,38,1,3424
3482,Suture diaphragm lacerat,Suture of laceration of diaphragm,37,1,3482
4719,Other incid appendectomy,Other incidental appendectomy,37,1,4719
4594,Lg-to-lg bowel anastom,Large-to-large intestinal anastomosis,37,1,4594
8151,Total hip replacement,Total hip replacement,37,1,8151
3326,Closed lung biopsy,Closed [percutaneous] [needle] biopsy of lung,36,1,3326
443,Carpal tunnel release,Release of carpal tunnel,36,1,443
4709,Other appendectomy,Other appendectomy,36,1,4709
8874,Dx ultrasound-digestive,Diagnostic ultrasound of digestive system,36,1,8874
62,Perc angio intracran ves,Percutaneous angioplasty of intracranial vessel(s),36,1,62
3777,Removal of lead w/o repl,Removal of lead(s) [electrode] without replacement,36,1,3777
62,Unilat thyroid lobectomy,Unilateral thyroid lobectomy,36,1,62
5593,Replace nephrostomy tube,Replacement of nephrostomy tube,35,1,5593
4685,Dilation of intestine,Dilation of intestine,35,1,4685
392,Spinal canal inject NEC,Injection of other agent into spinal canal,35,1,392
8962,Cvp monitoring,Central venous pressure monitoring,35,1,8962
8854,Rt & lt heart angiocard,Combined right and left heart angiocardiography,35,1,8854
5463,Abd wall suture NEC,Other suture of abdominal wall,34,1,5463
8775,Percutaneous pyelogram,Percutaneous pyelogram,34,1,8775
5359,Abd wall hern repair NEC,Repair of other hernia of anterior abdominal wall,34,1,5359
3174,Revision of tracheostomy,Revision of tracheostomy,34,1,3174
4603,Lg bowel exteriorization,Exteriorization of large intestine,33,1,4603
3791,Opn chest cardiac massag,Open chest cardiac massage,33,1,3791
4341,Endosc destr stomach les,Endoscopic excision or destruction of lesion or tissue of stomach,33,1,4341
7937,Op red-int fix metat/tar,"Open reduction of fracture with internal fixation, tarsals and metatarsals",33,1,7937
9465,Drug detoxification,Drug detoxification,33,1,9465
3952,Aneurysm repair NEC,Other repair of aneurysm,32,1,3952
211,Incision of nose,Incision of nose,32,1,211
6849,Total abd hyst NEC/NOS,Other and unspecified total abdominal hysterectomy,32,1,6849
3803,Upper limb vessel incis,"Incision of vessel, upper limb vessels",32,1,3803
9900,Periop aut trans hol bld,Perioperative autologous transfusion of whole blood or blood components,32,1,9900
4574,Opn transv colon res NEC,Open and other resection of transverse colon,32,1,4574
8601,Aspiration skin & subq,Aspiration of skin and subcutaneous tissue,32,1,8601
4561,Mult seg sm bowel excis,Multiple segmental resection of small intestine,32,1,4561
211,Simple suture of dura,Simple suture of dura mater of brain,32,1,211
2911,Pharyngoscopy,Pharyngoscopy,32,1,2911
3965,Extracorporeal memb oxy,Extracorporeal membrane oxygenation [ECMO],32,1,3965
7675,Cl reduct mandible fx,Closed reduction of mandibular fracture,32,1,7675
8472,App ext fix dev-ring sys,"Application of external fixator device, ring system",32,1,8472
5461,Reclose post op disrupt,Reclosure of postoperative disruption of abdominal wall,32,1,5461
8412,Amputation through foot,Amputation through foot,32,1,8412
3329,Bronch/lung dx proc NEC,Other diagnostic procedures on lung or bronchus,32,1,3329
8456,Ins or rep cement spacer,Insertion or replacement of (cement) spacer,31,1,8456
184,Suture ext ear lac,Suture of laceration of external ear,31,1,184
109,Cranial puncture NEC,Other cranial puncture,31,1,109
7819,Applic ext fix dev NEC,"Application of external fixator device, other bones",31,1,7819
8107,Lmb/lmbsac fus post/post,"Lumbar and lumbosacral fusion of the posterior column, posterior technique",31,1,8107
6549,Oth uni salpingo-oophor,Other unilateral salpingo-oophorectomy,31,1,6549
9609,Insert rectal tube,Insertion of rectal tube,31,1,9609
8395,Soft tissue aspirat NEC,Aspiration of other soft tissue,31,1,8395
8627,Debridement of nail,"Debridement of nail, nail bed, or nail fold",30,1,8627
7933,Op red-int fix metac/car,"Open reduction of fracture with internal fixation, carpals and metacarpals",30,1,7933
3782,"Int insert 1-cham, rate","Initial insertion of single-chamber device, rate responsive",30,1,3782
435,Proximal gastrectomy,Partial gastrectomy with anastomosis to esophagus,30,1,435
16,Excise skull lesion,Excision of lesion of skull,30,1,16
16,Pressurized treat graft,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance,30,1,16
2181,Nasal laceration suture,Suture of laceration of nose,30,1,2181
4041,Unilat rad neck dissect,"Radical neck dissection, unilateral",29,1,4041
3728,Intracardiac echocardio,Intracardiac echocardiography,29,1,3728
7975,Cl reduc disloc-hip,Closed reduction of dislocation of hip,29,1,7975
9923,Inject steroid,Injection of steroid,29,1,9923
3406,Thorac drain pleurl cav,Thoracoscopic drainage of pleural cavity,29,1,3406
9741,Remov thoracotomy tube,Removal of thoracotomy tube or pleural cavity drain,29,1,9741
7855,Internal fixation-femur,"Internal fixation of bone without fracture reduction, femur",29,1,7855
7815,Applic ext fix dev-femur,"Application of external fixator device, femur",29,1,7815
4292,Esophageal dilation,Dilation of esophagus,29,1,4292
59,Intravasc msmnt cor art,Intravascular pressure measurement of coronary arteries,28,1,59
9919,Inject anticoagulant,Injection of anticoagulant,28,1,9919
59,Other nervous system ops,Other operations on nervous system,28,1,59
8101,Atlas-axis fusion,Atlas-axis spinal fusion,28,1,8101
15,High-dose infusion IL-2,High-dose infusion interleukin-2 [IL-2],28,1,15
4461,Suture gastric lacerat,Suture of laceration of stomach,27,1,4461
4652,Lg bowel stoma closure,Closure of stoma of large intestine,27,1,4652
114,Open brain biopsy,Open biopsy of brain,27,1,114
7901,Closed fx reduct humerus,"Closed reduction of fracture without internal fixation, humerus",27,1,7901
3787,Repl pacem w dual-cham,Replacement of any type pacemaker device with dual-chamber device,27,1,3787
3807,Abdominal vein incision,"Incision of vessel, abdominal veins",27,1,3807
3401,Incision of chest wall,Incision of chest wall,27,1,3401
8076,Knee synovectomy,"Synovectomy, knee",27,1,8076
7967,Debrid opn fx-metat/tar,"Debridement of open fracture site, tarsals and metatarsals",27,1,7967
4582,Op tot intr-abd colectmy,Open total intra-abdominal colectomy,27,1,4582
4519,Sm bowel dx proc NEC,Other diagnostic procedures on small intestine,27,1,4519
9737,Remove tracheostomy tube,Removal of tracheostomy tube,27,1,9737
4641,Sm bowel stoma revision,Revision of stoma of small intestine,26,1,4641
50,Sympath nerve division,Division of sympathetic nerve or ganglion,26,1,50
4429,Other pyloroplasty,Other pyloroplasty,26,1,4429
7768,Loc exc les metatar/tar,"Local excision of lesion or tissue of bone, tarsals and metatarsals",26,1,7768
9981,Hypothermia,Hypothermia (central) (local),26,1,9981
50,Impl CRT pacemaker sys,"Implantation of cardiac resynchronization pacemaker without mention of defibrillation, total system [CRT-P]",26,1,50
5222,Other destru pancrea les,Other excision or destruction of lesion or tissue of pancreas or pancreatic duct,26,1,5222
689,Hysterectomy NEC/NOS,Other and unspecified hysterectomy,26,1,689
689,Other parathyroidectomy,Other parathyroidectomy,26,1,689
8364,Other suture of tendon,Other suture of tendon,26,1,8364
6839,Subtotl abd hyst NEC/NOS,Other and unspecified subtotal abdominal hysterectomy,26,1,6839
205,Skull plate insertion,Insertion of skull plate,26,1,205
7961,Debrid open fx-humerus,"Debridement of open fracture site, humerus",25,1,7961
243,Remove ventricle shunt,Removal of ventricular shunt,25,1,243
7919,Cl fx reduc-int fix NEC,"Closed reduction of fracture with internal fixation, other specified bone",25,1,7919
3129,Other perm tracheostomy,Other permanent tracheostomy,25,1,3129
33,CAS w fluoroscopy,Computer assisted surgery with fluoroscopy,25,1,33
9344,Other skeletal traction,Other skeletal traction,25,1,9344
7813,Appl ext fix-radius/ulna,"Application of external fixator device, radius and ulna",25,1,7813
4595,Anal anastomosis,Anastomosis to anus,25,1,4595
5013,Transjugular liver bx,Transjugular liver biopsy,25,1,5013
8867,Contrast phlebogram NEC,Phlebography of other specified sites using contrast material,25,1,8867
5184,Endosc dilation ampulla,Endoscopic dilation of ampulla and biliary duct,25,1,5184
9909,Transfusion NEC,Transfusion of other substance,25,1,9909
560,Tu remov ureter obstruct,Transurethral removal of obstruction from ureter and renal pelvis,25,1,560
3259,Other pneumonectomy NOS,Other and unspecified pneumonectomy,24,1,3259
3378,Endo rem bronch devc/sub,Endoscopic removal of bronchial device(s) or substances,24,1,3378
4693,Revise sm bowel anastom,Revision of anastomosis of small intestine,24,1,4693
3619,Hrt revas byps anas NEC,Other bypass anastomosis for heart revascularization,24,1,3619
5293,Endosc inser panc stent,Endoscopic insertion of stent (tube) into pancreatic duct,24,1,5293
3779,Rev/reloc card dev pockt,Revision or relocation of cardiac device pocket,24,1,3779
412,Open periph nerve biopsy,Open biopsy of cranial or peripheral nerve or ganglion,24,1,412
4863,Anterior rect resect NEC,Other anterior resection of rectum,24,1,4863
412,Splenotomy,Splenotomy,24,1,412
570,Tu bladder clearance,Transurethral clearance of bladder,23,1,570
2242,Frontal sinusectomy,Frontal sinusectomy,23,1,2242
4389,Opn/oth part gastrectomy,Open and other partial gastrectomy,23,1,4389
12,Adm inhal nitric oxide,Administration of inhaled nitric oxide,23,1,12
7859,Int fix-no fx reduct NEC,"Internal fixation of bone without fracture reduction, other bones",23,1,7859
5369,Opn hern ant abd-grf NEC,Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis,23,1,5369
3922,Aorta-subclv-carot bypas,Aorta-subclavian-carotid bypass,23,1,3922
3775,Revision of lead,Revision of lead [electrode],23,1,3775
3532,Chordae tendineae ops,Operations on chordae tendineae,23,1,3532
3420,Thoracoscopic pleural bx,Thoracoscopic pleural biopsy,23,1,3420
5029,Destruc hepatic les NEC,Other destruction of lesion of liver,23,1,5029
8016,Oth arthrotomy-knee,"Other arthrotomy, knee",23,1,8016
8086,Destruct-knee lesion NEC,"Other local excision or destruction of lesion of joint, knee",22,1,8086
5252,Distal pancreatectomy,Distal pancreatectomy,22,1,5252
9468,Comb alcohol/drug detox,Combined alcohol and drug detoxification,22,1,9468
3768,Percutan hrt assist syst,Insertion of percutaneous external heart assist device,22,1,3768
123,Reopen craniotomy site,Reopening of craniotomy site,22,1,123
722,Unilateral adrenalectomy,Unilateral adrenalectomy,22,1,722
3942,Revis ren dialysis shunt,Revision of arteriovenous shunt for renal dialysis,22,1,3942
3806,Abdomen artery incision,"Incision of vessel, abdominal arteries",22,1,3806
4467,Lap creat esoph sphinct,Laparoscopic procedures for creation of esophagogastric sphincteric competence,21,1,4467
4674,Close sm bowel fist NEC,"Closure of fistula of small intestine, except duodenum",21,1,4674
8741,C.A.T. scan of thorax,Computerized axial tomography of thorax,21,1,8741
3725,Cardiac biopsy,Biopsy of heart,21,1,3725
7971,Cl reduc disloc-shoulder,Closed reduction of dislocation of shoulder,21,1,7971
4651,Sm bowel stoma closure,Closure of stoma of small intestine,21,1,4651
4502,Small bowel incision NEC,Other incision of small intestine,21,1,4502
9227,Radioactive elem implant,Implantation or insertion of radioactive elements,21,1,9227
4869,Rectal resection NEC,Other resection of rectum,21,1,4869
8401,Finger amputation,Amputation and disarticulation of finger,21,1,8401
4572,Open cecectomy NEC,Open and other cecectomy,21,1,4572
9606,Insert sengstaken tube,Insertion of Sengstaken tube,21,1,9606
7857,Int fixation-tibia/fibul,"Internal fixation of bone without fracture reduction, tibia and fibula",21,1,7857
8344,Other fasciectomy,Other fasciectomy,21,1,8344
851,Canthotomy,Canthotomy,20,1,851
9902,Transfus prev auto blood,Transfusion of previously collected autologous blood,20,1,9902
8801,C.A.T. scan of abdomen,Computerized axial tomography of abdomen,20,1,8801
5103,Cholecystostomy NEC,Other cholecystostomy,20,1,5103
5102,Trocar cholecystostomy,Trocar cholecystostomy,20,1,5102
4105,Allo hem stem ct w/o pur,Allogeneic hematopoietic stem cell transpant without purging,20,1,4105
3220,Thorac exc lung lesion,Thoracoscopic excision of lesion or tissue of lung,20,1,3220
344,Destruct chest wall les,Excision or destruction of lesion of chest wall,20,1,344
7767,Loc exc les tibia/fibula,"Local excision of lesion or tissue of bone, tibia and fibula",20,1,7767
9648,Indwell cath irrig NEC,Irrigation of other indwelling urinary catheter,20,1,9648
8683,Size reduct plastic op,Size reduction plastic operation,20,1,8683
586,Urethral dilation,Dilation of urethra,20,1,586
4281,Insert perm tube esophag,Insertion of permanent tube into esophagus,20,1,4281
92,Trnsplnt live nonrel don,Transplant from live non-related donor,20,1,92
2759,Mouth repair NEC,Other plastic repair of mouth,20,1,2759
343,Destruct mediastin les,Excision or destruction of lesion or tissue of mediastinum,20,1,343
8302,Myotomy,Myotomy,20,1,8302
204,Bone graft to skull,Bone graft to skull,20,1,204
5451,Lap periton adhesiolysis,Laparoscopic lysis of peritoneal adhesions,20,1,5451
609,Incis thyroid field NEC,Other incision of thyroid field,19,1,609
9355,Dental wiring,Dental wiring,19,1,9355
554,Partial nephrectomy,Partial nephrectomy,19,1,554
5795,Replace indwelling cath,Replacement of indwelling urinary catheter,19,1,5795
5424,Closed intra-abd mass bx,Closed [percutaneous] [needle] biopsy of intra-abdominal mass,19,1,5424
5781,Suture bladder lacerat,Suture of laceration of bladder,19,1,5781
4671,Duodenal lacerat suture,Suture of laceration of duodenum,19,1,4671
270,Drain face & mouth floor,Drainage of face and floor of mouth,19,1,270
5371,Lap abd rep-diaphr hern,"Laparoscopic repair of diaphragmatic hernia, abdominal approach",19,1,5371
3505,Endovas repl aortc valve,Endovascular replacement of aortic valve,19,1,3505
3885,Occlude thoracic ves NEC,"Other surgical occlusion of vessels, thoracic vessels",19,1,3885
7788,Part ostect-metatar/tar,"Other partial ostectomy, tarsals and metatarsals",19,1,7788
8876,Dx ultrasound-abdomen,Diagnostic ultrasound of abdomen and retroperitoneum,19,1,8876
4921,Anoscopy,Anoscopy,19,1,4921
3527,Opn/oth rep tcspd vlv-ts,Open and other replacement of tricuspid valve with tissue graft,19,1,3527
91,Trnsplnt live rel donor,Transplant from live related donor,18,1,91
8689,Skin repair & plasty NEC,Other repair and reconstruction of skin and subcutaneous tissue,18,1,8689
4431,High gastric bypass,High gastric bypass,18,1,4431
4613,Permanent colostomy,Permanent colostomy,18,1,4613
222,Intranasal antrotomy,Intranasal antrotomy,18,1,222
9703,Replace small bowel tube,Replacement of tube or enterostomy device of small intestine,18,1,9703
3781,"Int insert 1-cham, non","Initial insertion of single-chamber device, not specified as rate responsive",18,1,3781
24,IVUS coronary vessels,Intravascular imaging of coronary vessels,18,1,24
222,Intrcran vent shunt/anas,Intracranial ventricular shunt or anastomosis,18,1,222
4514,Clos small bowel biopsy,Closed [endoscopic] biopsy of small intestine,18,1,4514
3776,Repl tv atri-vent lead,Replacement of transvenous atrial and/or ventricular lead(s) [electrode],18,1,3776
9972,Therapeutc leukopheresis,Therapeutic leukopheresis,18,1,9972
8959,Nonop cardiac/vasc exam,Other nonoperative cardiac and vascular measurements,17,1,8959
5112,Percu bx gb/bile duct,Percutaneous biopsy of gallbladder or bile ducts,17,1,5112
7969,Open fx site debride NEC,"Debridement of open fracture site, other specified bone",17,1,7969
8015,Oth arthrotomy-hip,"Other arthrotomy, hip",17,1,8015
3846,Abd artery resec w repla,"Resection of vessel with replacement, abdominal arteries",17,1,3846
605,Radical prostatectomy,Radical prostatectomy,17,1,605
3732,Heart aneurysm excision,Excision of aneurysm of heart,17,1,3732
5749,Tu destruc bladd les NEC,Other transurethral excision or destruction of lesion or tissue of bladder,17,1,5749
3343,Lung laceration closure,Closure of laceration of lung,17,1,3343
7781,Oth chest cage ostectomy,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum]",17,1,7781
4282,Suture esophageal lacer,Suture of laceration of esophagus,17,1,4282
4679,Repair of intestine NEC,Other repair of intestine,17,1,4679
280,Peritonsillar i & d,Incision and drainage of tonsil and peritonsillar structures,16,1,280
2219,Nasal sinus dx proc NEC,Other diagnostic procedures on nasal sinuses,16,1,2219
864,Lid recon-tarsoconj flap,Reconstruction of eyelid with tarsoconjunctival flap,16,1,864
864,Radical excis skin les,Radical excision of skin lesion,16,1,864
5136,Choledochoenterostomy,Choledochoenterostomy,16,1,5136
3789,Revise or remove pacemak,Revision or removal of pacemaker device,16,1,3789
524,Int drain pancreat cyst,Internal drainage of pancreatic cyst,16,1,524
7907,Cl fx reduc-metatar/tar,"Closed reduction of fracture without internal fixation, tarsals and metatarsals",16,1,7907
8192,Injection into joint,Injection of therapeutic substance into joint or ligament,16,1,8192
524,Presacral sympathectomy,Presacral sympathectomy,16,1,524
3976,"Endo em hd/nk,bioac coil",Endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils,16,1,3976
203,Skull flap formation,Formation of cranial bone flap,16,1,203
5211,Closed pancreatic biopsy,Closed [aspiration] [needle] [percutaneous] biopsy of pancreas,16,1,5211
2102,Post nasal pac for epist,Control of epistaxis by posterior (and anterior) packing,16,1,2102
8721,Contrast myelogram,Contrast myelogram,16,1,8721
4694,Revise lg bowel anastom,Revision of anastomosis of large intestine,15,1,4694
3926,Intra-abdomin shunt NEC,Other intra-abdominal vascular shunt or bypass,15,1,3926
7818,Appl ext fix-metatar/tar,"Application of external fixator device, tarsals and metatarsals",15,1,7818
8343,Musc/fasc excis for grft,Excision of muscle or fascia for graft,15,1,8343
3724,Pericardial biopsy,Biopsy of pericardium,15,1,3724
8244,Sutur flex tend hand NEC,Other suture of flexor tendon of hand,15,1,8244
3816,Abdominal endarterectomy,"Endarterectomy, abdominal arteries",15,1,3816
3399,Lung operation NEC,Other operations on lung,15,1,3399
4469,Gastric repair NEC,Other repair of stomach,15,1,4469
346,Scarification of pleura,Scarification of pleura,15,1,346
8675,Revision of pedicle grft,Revision of pedicle or flap graft,15,1,8675
302,Reopen laminectomy site,Reopening of laminectomy site,15,1,302
2551,Suture of tongue lacerat,Suture of laceration of tongue,15,1,2551
5201,Cath drain-pancreat cyst,Drainage of pancreatic cyst by catheter,15,1,5201
3402,Exploratory thoracotomy,Exploratory thoracotomy,15,1,3402
2912,Pharyngeal biopsy,Pharyngeal biopsy,15,1,2912
3561,Graft repair atrial def,Repair of atrial septal defect with tissue graft,15,1,3561
5282,Pancreatic homotransplan,Homotransplant of pancreas,15,1,5282
6902,D & C post delivery,Dilation and curettage following delivery or abortion,14,1,6902
7841,Oth chest cage rep/plast,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum]",14,1,7841
9917,Inject insulin,Injection of insulin,14,1,9917
5474,Omental repair NEC,Other repair of omentum,14,1,5474
4836,Polypectomy of rectum,[Endoscopic] polypectomy of rectum,14,1,4836
9396,Oxygen enrichment NEC,Other oxygen enrichment,14,1,9396
5902,Periren adhesiolys NEC,Other lysis of perirenal or periureteral adhesions,14,1,5902
4289,Esophageal repair NEC,Other repair of esophagus,14,1,4289
8777,Cystogram NEC,Other cystogram,14,1,8777
3927,Dialysis arteriovenostom,Arteriovenostomy for renal dialysis,14,1,3927
4642,Pericolost hernia repair,Repair of pericolostomy hernia,14,1,4642
3551,Pros rep atrial def-opn,"Repair of atrial septal defect with prosthesis, open technique",14,1,3551
5380,Thor rep-diaph hern NOS,"Repair of diaphragmatic hernia with thoracic approach, not otherwise specified",14,1,5380
2103,Cautery to stop epistax,Control of epistaxis by cauterization (and packing),14,1,2103
5475,Mesenteric repair NEC,Other repair of mesentery,14,1,5475
9756,Remov pancreatic tube,Removal of pancreatic tube or drain,14,1,9756
9729,Non-op replacement NEC,Other nonoperative replacements,14,1,9729
7765,Loc exc bone les femur,"Local excision of lesion or tissue of bone, femur",14,1,7765
7934,Open red-int fix finger,"Open reduction of fracture with internal fixation, phalanges of hand",14,1,7934
102,Ventricl shunt tube punc,Ventriculopuncture through previously implanted catheter,14,1,102
4466,Creat esophagastr sphinc,Other procedures for creation of esophagogastric sphincteric competence,13,1,4466
5492,Remove FB from periton,Removal of foreign body from peritoneal cavity,13,1,5492
2172,Open reduction nasal fx,Open reduction of nasal fracture,13,1,2172
4530,Endosc destru duoden les,Endoscopic excision or destruction of lesion of duodenum,13,1,4530
7745,Femoral biopsy,"Biopsy of bone, femur",13,1,7745
445,Revision gastric anastom,Revision of gastric anastomosis,13,1,445
5495,Peritoneal incision,Incision of peritoneum,13,1,5495
4195,Repair of spleen,Repair and plastic operations on spleen,13,1,4195
7771,Ex chest cage bone-gft,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum]",13,1,7771
4438,Lap gastroenterostomy,Laparoscopic gastroenterostomy,13,1,4438
4441,Sut gastric ulcer site,Suture of gastric ulcer site,13,1,4441
8673,Attach pedicle to hand,Attachment of pedicle or flap graft to hand,13,1,8673
39,Other CAS,Other computer assisted surgery,13,1,39
3525,Opn/oth rep pulm vlv-tis,Open and other replacement of pulmonary valve with tissue graft,13,1,3525
9638,Impacted feces removal,Removal of impacted feces,13,1,9638
3499,Thoracic operation NEC,Other operations on thorax,13,1,3499
5717,Percutaneous cystostomy,Percutaneous cystostomy,13,1,5717
7785,Part ostectomy-femur,"Other partial ostectomy, femur",13,1,7785
9788,Remov ext immobilization,Removal of external immobilization device,13,1,9788
9649,Other gu instillation,Other genitourinary instillation,13,1,9649
4342,Local gastr excision NEC,Local excision of other lesion or tissue of stomach,13,1,4342
3604,Intrcoronry thromb infus,Intracoronary artery thrombolytic infusion,13,1,3604
6829,Uterine les destruct NEC,Other excision or destruction of lesion of uterus,13,1,6829
3882,Occlus head/neck ves NEC,"Other surgical occlusion of vessels, other vessels of head and neck",13,1,3882
5151,Common duct exploration,Exploration of common duct,13,1,5151
3425,Clos mediastinal biopsy,Closed [percutaneous] [needle] biopsy of mediastinum,12,1,3425
782,Oth totl excision thymus,Other total excision of thymus,12,1,782
2263,Ethmoidectomy,Ethmoidectomy,12,1,2263
2749,Excision of mouth NEC,Other excision of mouth,12,1,2749
4681,Intra-abd sm bowel manip,Intra-abdominal manipulation of small intestine,12,1,4681
8135,Refus drs/drslmb pst/pst,"Refusion of dorsal and dorsolumbar spine, posterior column, posterior technique",12,1,8135
8319,Soft tissue division NEC,Other division of soft tissue,12,1,8319
7964,Debrid opn fx-finger,"Debridement of open fracture site, phalanges of hand",12,1,7964
3552,Pros repair atria def-cl,"Repair of atrial septal defect with prosthesis, closed technique",12,1,3552
3888,Occlude leg artery NEC,"Other surgical occlusion of vessels, lower limb arteries",12,1,3888
4881,Perirectal incision,Incision of perirectal tissue,12,1,4881
3894,Venous cutdown,Venous cutdown,12,1,3894
2757,Pedicle attach to mouth,Attachment of pedicle or flap graft to lip and mouth,12,1,2757
9979,Other therapeu apheresis,Other therapeutic apheresis,12,1,9979
8663,Full-thick skin grft NEC,Full-thickness skin graft to other sites,12,1,8663
9224,Teleradio using photons,Teleradiotherapy using photons,12,1,9224
3887,Occlude abd vein NEC,"Other surgical occlusion of vessels, abdominal veins",12,1,3887
8471,App ext fix dev-monoplan,"Application of external fixator device, monoplanar system",12,1,8471
5169,Bile duct excision NEC,Excision of other bile duct,11,1,5169
4862,Ant rect resect w colost,Anterior resection of rectum with synchronous colostomy,11,1,4862
610,Scrotum & tunica i & d,Incision and drainage of scrotum and tunica vaginalis,11,1,610
9955,Vaccination NEC,Prophylactic administration of vaccine against other diseases,11,1,9955
5493,Create cutanperiton fist,Creation of cutaneoperitoneal fistula,11,1,5493
9762,Remov ureteral drain,Removal of ureterostomy tube and ureteral catheter,11,1,9762
8543,Unilat exten simp mastec,Unilateral extended simple mastectomy,11,1,8543
5141,Cde for calculus remov,Common duct exploration for removal of calculus,11,1,5141
504,Total hepatectomy,Total hepatectomy,11,1,504
8589,Mammoplasty NEC,Other mammoplasty,11,1,8589
9782,Remov peritoneal drain,Removal of peritoneal drainage device,11,1,9782
5164,Endosc destru bile les,Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi,11,1,5164
4042,Bilat rad neck dissect,"Radical neck dissection, bilateral",11,1,4042
7926,Open reduc-tibia/fib fx,"Open reduction of fracture without internal fixation, tibia and fibula",11,1,7926
3765,Imp vent ext hrt ast sys,Implant of single ventricular (extracorporeal) external heart assist system,11,1,3765
3962,Hypothermia w open heart,Hypothermia (systemic) incidental to open heart surgery,11,1,3962
4512,Endosc sm bowel thru st,Endoscopy of small intestine through artificial stoma,11,1,4512
3572,Ventr septa def rep NEC,Other and unspecified repair of ventricular septal defect,11,1,3572
8006,Arth/pros rem wo re-knee,"Arthrotomy for removal of prosthesis without replacement, knee",11,1,8006
3484,Other diaphragm repair,Other repair of diaphragm,11,1,3484
