,ITEMID,COUNT
1848,45766,5
1849,41561,5
1850,46521,5
1851,46077,5
1852,45863,5
1853,46689,5
1854,43674,5
1855,46323,5
1856,46066,5
1857,44582,5
1858,42374,5
1859,44833,5
1860,46590,5
1861,44568,5
1862,45942,5
1863,40532,5
1864,44088,5
1865,43882,5
1866,45268,5
1867,42656,5
1868,42448,5
1869,41557,5
1870,44877,5
1871,45660,5
1872,45767,5
1873,42358,5
1874,42757,5
1875,45347,5
1876,43746,5
1877,45166,5
1878,45398,5
1879,45115,5
1880,41865,5
1881,44323,5
1882,30328,5
1883,44023,5
1884,30092,5
1885,46312,5
1886,45172,5
1887,44431,5
1888,45936,5
1889,45002,5
1890,43930,5
1891,43951,5
1892,46027,5
1893,45736,5
1894,43017,5
1895,46462,5
1896,42062,5
1897,44042,5
1898,44442,5
1899,42913,5
1900,42668,5
1901,30332,5
1902,43636,5
1903,45211,5
1904,42577,5
1905,42708,5
1906,42764,5
1907,46597,5
1908,42243,5
1909,45404,5
1910,46413,5
1911,46266,5
1912,42876,5
1913,46550,5
1914,45876,5
1915,44270,5
1916,41712,5
1917,44949,5
1918,46054,5
1919,44440,5
1920,45303,5
1921,44094,5
1922,44537,5
1923,40801,5
1924,44483,5
1925,44460,5
1926,42900,5
1927,45593,5
1928,45586,5
1929,46227,5
1930,41556,5
1931,46356,5
1932,44287,5
1933,46176,5
1934,44769,5
1935,40423,5
1936,43597,5
1937,42896,4
1938,42249,4
1939,46585,4
1940,46436,4
1941,41981,4
1942,44741,4
1943,42857,4
1944,44979,4
1945,40489,4
1946,42770,4
1947,44303,4
1948,45779,4
1949,41094,4
1950,46226,4
1951,43237,4
1952,42899,4
1953,42512,4
1954,41389,4
1955,46385,4
1956,45184,4
1957,46017,4
1958,41704,4
1959,43032,4
1960,45075,4
1961,45521,4
1962,45730,4
1963,45183,4
1964,44521,4
1965,42416,4
1966,45165,4
1967,41555,4
1968,45453,4
1969,42836,4
1970,40636,4
1971,41941,4
1972,44184,4
1973,42391,4
1974,40903,4
1975,41765,4
1976,43649,4
1977,46643,4
1978,46773,4
1979,45640,4
1980,44645,4
1981,41429,4
1982,46192,4
1983,40586,4
1984,44203,4
1985,43515,4
1986,46387,4
1987,46157,4
1988,46517,4
1989,44001,4
1990,44467,4
1991,41449,4
1992,46700,4
1993,45843,4
1994,43521,4
1995,42675,4
1996,42589,4
1997,44415,4
1998,45609,4
1999,42180,4
2000,42856,4
2001,45482,4
2002,46254,4
2003,43939,4
2004,44971,4
2005,45354,4
2006,44774,4
2007,42724,4
2008,41063,4
2009,42521,4
2010,45595,4
2011,44126,4
2012,45662,4
2013,44130,4
2014,44983,4
2015,44459,4
2016,44815,4
2017,46511,4
2018,46499,4
2019,46296,4
2020,41591,4
2021,42864,4
2022,45225,4
2023,41493,4
2024,41652,4
2025,44633,4
2026,41388,4
2027,44916,4
2028,41743,4
2029,41387,4
2030,45286,4
2031,42322,4
2032,44110,4
2033,46800,4
2034,46354,4
2035,44695,4
2036,46067,4
2037,43928,4
2038,45037,4
2039,45004,4
2040,45886,4
2041,44020,4
2042,41773,4
2043,41275,4
2044,41575,4
2045,44999,4
2046,43950,4
2047,41864,4
2048,45390,4
2049,43902,4
2050,42630,4
2051,44127,4
2052,42334,4
2053,46330,4
2054,46487,3
2055,46588,3
2056,45079,3
2057,46149,3
2058,45978,3
2059,43942,3
2060,40750,3
2061,43542,3
2062,45168,3
2063,45608,3
2064,46683,3
2065,43872,3
2066,41303,3
2067,45985,3
2068,41814,3
2069,40752,3
2070,46509,3
2071,45652,3
2072,44591,3
2073,46322,3
2074,42363,3
2075,41747,3
2076,42065,3
2077,46228,3
2078,43514,3
2079,43235,3
2080,42286,3
2081,45643,3
2082,45969,3
2083,45780,3
2084,42895,3
2085,41791,3
2086,42897,3
2087,46152,3
2088,44902,3
2089,45774,3
2090,45686,3
2091,44757,3
2092,42074,3
2093,46138,3
2094,41048,3
2095,42785,3
2096,46305,3
2097,44367,3
2098,45186,3
2099,42329,3
2100,44761,3
2101,42031,3
2102,46781,3
2103,45425,3
2104,46093,3
2105,46714,3
2106,46333,3
2107,45187,3
2108,44165,3
2109,43473,3
2110,40955,3
2111,45013,3
2112,42841,3
2113,41654,3
2114,44053,3
2115,44390,3
2116,42370,3
2117,41611,3
2118,42369,3
2119,42580,3
2120,46707,3
2121,42406,3
2122,43923,3
2123,42674,3
2124,45566,3
2125,43986,3
2126,42102,3
2127,43776,3
2128,43471,3
2129,40645,3
2130,40803,3
2131,42415,3
2132,44642,3
2133,41662,3
2134,44000,3
2135,42380,3
2136,42758,3
2137,42307,3
2138,46430,3
2139,44036,3
2140,43076,3
2141,45432,3
2142,44150,3
2143,42047,3
2144,44419,3
2145,44738,3
2146,43910,3
2147,41777,3
2148,41354,3
2149,41702,3
2150,42188,3
2151,41383,3
2152,44217,3
2153,42811,3
2154,42306,3
2155,41508,3
2156,42274,3
2157,43407,3
2158,43656,3
2159,43087,3
2160,43118,3
2161,43733,3
2162,44494,3
2163,45395,3
2164,30230,3
2165,41726,3
2166,43438,3
2167,43739,3
2168,42565,3
2169,30153,2
2170,41187,2
2171,45074,2
2172,45130,2
2173,42826,2
2174,40598,2
2175,42825,2
2176,43901,2
2177,42175,2
2178,46536,2
2179,45878,2
2180,43508,2
2181,40953,2
2182,42030,2
2183,45944,2
2184,42784,2
2185,45189,2
2186,42947,2
2187,45312,2
2188,45746,2
2189,44605,2
2190,43238,2
2191,43036,2
2192,43364,2
2193,42242,2
2194,43107,2
2195,43772,2
2196,44510,2
2197,45905,2
2198,44722,2
2199,41709,2
2200,45214,2
2201,44515,2
2202,45646,2
2203,43112,2
2204,44057,2
2205,44329,2
2206,44477,2
2207,44240,2
2208,40873,2
2209,45149,2
2210,44870,2
2211,42534,2
2212,40744,2
2213,42749,2
2214,42978,2
2215,45567,2
2216,41373,2
2217,44791,2
2218,45319,2
2219,45957,2
2220,41580,2
2221,46205,2
2222,41450,2
2223,43829,2
2224,45012,2
2225,43777,2
2226,44471,2
2227,40503,2
2228,42815,2
2229,42728,2
2230,46169,2
2231,45265,2
2232,43839,2
2233,43010,2
2234,42381,2
2235,42232,2
2236,42205,2
2237,42948,2
2238,41392,2
2239,45935,2
2240,42301,2
2241,45094,2
2242,41810,2
2243,43474,2
2244,41219,2
2245,46112,2
2246,41808,2
2247,41742,2
2248,44212,2
2249,42224,2
2250,45717,2
2251,43049,2
2252,46670,2
2253,45480,2
2254,45810,2
2255,45490,2
2256,46538,2
2257,45036,2
2258,43929,2
2259,44668,2
2260,44938,2
2261,44263,2
2262,45310,2
2263,45313,2
2264,40471,2
2265,43418,2
2266,41077,2
2267,45021,2
2268,42610,2
2269,42621,2
2270,41776,2
2271,42614,2
2272,43648,2
2273,42115,2
2274,41789,2
2275,42640,2
2276,46662,2
2277,45959,2
2278,41761,2
2279,42924,2
2280,43572,2
2281,42894,2
2282,44889,2
2283,44590,2
2284,41676,2
2285,44479,2
2286,45827,2
2287,43009,2
2288,43497,2
2289,40535,2
2290,44491,2
2291,44131,2
2292,41913,2
2293,41549,2
2294,44804,2
2295,42469,2
2296,43033,2
2297,44344,2
2298,46133,2
2299,40743,2
2300,44056,2
2301,44016,2
2302,42234,2
2303,42221,2
2304,45233,2
2305,42645,2
2306,46606,2
2307,43750,2
2308,45934,2
2309,46548,2
2310,40585,2
2311,42839,2
2312,41121,2
2313,43083,2
2314,43972,2
2315,44163,2
2316,45989,2
2317,43461,2
2318,40531,2
2319,45542,2
2320,43426,2
2321,42713,2
2322,42344,2
2323,42715,2
2324,42716,2
2325,46261,2
2326,42468,2
2327,43773,2
2328,43394,2
2329,41695,2
2330,40833,2
2331,41780,2
2332,44297,2
2333,45972,2
2334,44878,2
2335,42935,2
2336,41474,2
2337,42735,2
2338,46753,2
2339,42477,2
2340,43457,2
2341,45223,2
2342,41409,2
2343,43553,2
2344,42110,2
2345,40866,2
2346,41381,2
2347,45426,2
2348,44424,2
2349,42613,2
2350,42768,2
2351,44850,2
2352,45097,2
2353,30372,2
2354,30256,2
2355,45769,2
2356,44987,2
2357,41520,2
2358,43704,2
2359,42878,2
2360,45781,2
2361,43008,2
2362,42172,2
2363,43444,2
2364,42458,2
2365,44570,2
2366,42324,1
2367,44952,1
2368,44470,1
2369,45735,1
2370,42266,1
2371,43002,1
2372,46352,1
2373,42323,1
2374,46353,1
2375,45414,1
2376,43425,1
2377,45416,1
2378,42680,1
2379,40404,1
2380,42679,1
2381,42142,1
2382,46061,1
2383,45906,1
2384,43763,1
2385,46654,1
2386,45163,1
2387,45159,1
2388,46684,1
2389,46148,1
2390,45838,1
2391,44011,1
2392,45734,1
2393,44519,1
2394,44517,1
2395,46100,1
2396,45732,1
2397,41000,1
2398,43059,1
2399,41526,1
2400,46736,1
2401,45103,1
2402,46222,1
2403,46221,1
2404,46634,1
2405,45882,1
2406,44827,1
2407,44627,1
2408,45326,1
2409,44489,1
2410,46090,1
2411,45676,1
2412,46262,1
2413,46038,1
2414,44917,1
2415,46785,1
2416,45355,1
2417,46360,1
2418,46359,1
2419,43952,1
2420,45714,1
2421,46250,1
2422,44893,1
2423,45818,1
2424,41733,1
2425,45378,1
2426,45537,1
2427,45379,1
2428,46530,1
2429,46528,1
2430,46229,1
2431,44647,1
2432,45134,1
2433,45140,1
2434,45216,1
2435,45782,1
2436,45743,1
2437,42955,1
2438,42954,1
2439,42959,1
2440,45213,1
2441,42413,1
2442,41492,1
2443,46319,1
2444,46659,1
2445,41517,1
2446,45308,1
2447,41237,1
2448,46777,1
2449,45826,1
2450,44980,1
2451,46404,1
2452,44164,1
2453,44894,1
2454,45173,1
2455,45232,1
2456,44937,1
2457,46758,1
2458,46754,1
2459,46762,1
2460,46617,1
2461,46792,1
2462,30255,1
2463,45842,1
2464,46803,1
2465,46802,1
2466,45980,1
2467,30388,1
2468,30139,1
2469,45540,1
2470,45020,1
2471,44658,1
2472,44166,1
2473,44168,1
2474,44990,1
2475,44169,1
2476,42710,1
2477,46039,1
2478,45228,1
2479,42981,1
2480,43924,1
2481,41446,1
2482,41445,1
2483,45182,1
2484,45239,1
2485,46688,1
2486,42745,1
2487,44242,1
2488,44678,1
2489,46612,1
2490,45298,1
2491,45939,1
2492,44905,1
2493,45692,1
2494,44702,1
2495,46167,1
2496,46166,1
2497,46421,1
2498,45467,1
2499,46418,1
2500,42976,1
2501,46171,1
2502,46170,1
2503,44438,1
2504,46795,1
2505,42995,1
2506,42996,1
2507,46495,1
2508,46494,1
2509,44054,1
2510,44919,1
2511,44918,1
2512,41807,1
2513,46410,1
2514,41014,1
2515,44224,1
2516,44825,1
2517,46384,1
2518,44683,1
2519,46669,1
2520,42492,1
2521,46668,1
2522,43547,1
2523,44236,1
2524,42375,1
2525,42039,1
2526,40989,1
2527,46025,1
2528,46200,1
2529,45669,1
2530,45668,1
2531,42588,1
2532,45318,1
2533,45317,1
2534,42489,1
2535,41352,1
2536,46294,1
2537,45146,1
2538,44503,1
2539,46207,1
2540,46206,1
2541,44505,1
2542,45090,1
2543,45500,1
2544,45091,1
2545,44818,1
2546,41461,1
2547,45674,1
2548,46423,1
2549,46497,1
2550,46641,1
2551,45207,1
2552,45486,1
2553,42704,1
2554,44856,1
2555,42879,1
2556,41779,1
2557,44310,1
2558,44033,1
2559,44043,1
2560,41416,1
2561,41466,1
2562,42801,1
2563,42364,1
2564,45897,1
2565,42109,1
2566,45565,1
2567,45787,1
2568,46694,1
2569,46258,1
2570,44305,1
2571,42714,1
2572,42235,1
2573,44111,1
2574,44751,1
2575,44981,1
2576,44986,1
2577,46553,1
2578,44835,1
2579,41164,1
2580,45854,1
2581,44396,1
2582,42791,1
2583,45339,1
2584,43701,1
2585,42238,1
2586,42239,1
2587,42076,1
2588,46400,1
2589,46639,1
2590,42041,1
2591,42053,1
2592,44319,1
2593,43432,1
2594,43387,1
2595,43403,1
2596,43877,1
2597,43322,1
2598,46529,1
2599,42528,1
2600,42118,1
2601,42866,1
2602,43845,1
2603,44219,1
2604,44852,1
2605,44862,1
2606,42527,1
2607,42529,1
2608,42024,1
2609,43055,1
2610,44954,1
2611,44948,1
2612,45429,1
2613,45428,1
2614,45649,1
2615,46068,1
2616,43051,1
2617,42503,1
2618,44077,1
2619,44335,1
2620,41706,1
2621,42660,1
2622,42538,1
2623,40713,1
2624,40504,1
2625,44953,1
2626,46595,1
2627,45171,1
2628,43131,1
2629,46369,1
2630,46805,1
2631,46313,1
2632,41697,1
2633,42439,1
2634,42326,1
2635,44369,1
2636,42671,1
2637,41380,1
2638,42914,1
2639,41367,1
2640,41358,1
2641,45751,1
2642,44358,1
2643,46074,1
2644,45230,1
2645,43740,1
2646,46524,1
2647,45397,1
2648,42845,1
2649,44049,1
2650,44048,1
2651,45346,1
2652,45350,1
2653,44576,1
2654,43861,1
2655,43880,1
2656,41432,1
2657,42295,1
2658,42360,1
2659,44575,1
2660,43041,1
2661,42875,1
2662,40533,1
2663,42506,1
2664,42570,1
2665,43647,1
2666,42574,1
2667,42931,1
2668,42920,1
2669,42926,1
2670,44777,1
2671,41951,1
2672,46078,1
2673,46599,1
2674,46600,1
2675,44783,1
2676,45747,1
2677,45532,1
2678,43014,1
2679,42083,1
2680,44423,1
2681,44145,1
2682,41610,1
2683,45035,1
2684,44603,1
2685,44397,1
2686,45289,1
2687,43940,1
2688,43975,1
2689,42082,1
2690,43971,1
2691,44021,1
2692,44244,1
2693,41701,1
2694,42202,1
2695,43469,1
2696,44863,1
2697,44842,1
2698,45465,1
2699,40802,1
2700,46238,1
2701,42562,1
2702,44630,1
2703,45958,1
2704,44426,1
2705,44387,1
2706,43031,1
2707,44487,1
2708,41739,1
2709,44907,1
2710,44064,1
2711,46209,1
2712,42079,1
2713,46490,1
2714,44439,1
2715,46252,1
2716,42554,1
2717,42858,1
2718,44279,1
2719,42587,1
2720,44498,1
2721,45575,1
2722,45191,1
2723,42401,1
2724,40895,1
2725,42471,1
2726,42623,1
2727,42474,1
2728,42820,1
2729,42993,1
2730,42606,1
2731,44437,1
2732,44534,1
2733,42786,1
2734,45372,1
2735,46342,1
2736,42197,1
2737,44934,1
2738,44277,1
2739,43835,1
2740,46161,1
2741,45741,1
2742,44123,1
2743,42194,1
2744,43997,1
2745,46406,1
2746,46407,1
2747,42193,1
2748,42192,1
2749,44385,1
2750,42849,1
2751,44932,1
2752,43998,1
2753,44912,1
2754,46233,1
2755,46698,1
2756,44473,1
2757,44819,1
2758,44458,1
2759,45510,1
2760,45912,1
2761,46081,1
2762,43092,1
2763,46677,1
2764,44897,1
2765,45253,1
2766,44276,1
2767,42711,1
2768,46247,1
2769,44499,1
2770,41425,1
2771,43720,1
2772,42740,1
2773,44141,1
2774,30379,1
2775,43616,1
2776,41799,1
2777,42729,1
2778,42739,1
2779,42404,1
2780,45713,1
2781,41524,1
2782,42942,1
2783,42941,1
2784,42231,1
2785,42418,1
2786,42629,1
2787,44139,1
2788,45839,1
2789,42648,1
2790,44784,1
2791,44712,1
2792,42064,1
2793,46124,1
2794,43097,1
2795,44832,1
2796,44838,1
2797,46123,1
2798,42213,1
2799,46122,1
2800,45041,1
2801,42108,1
2802,44480,1
2803,42352,1
2804,44873,1
2805,42762,1
2806,42654,1
2807,41427,1
2808,44326,1
2809,45377,1
2810,44607,1
2811,45752,1
2812,44763,1
2813,42215,1
2814,44421,1
2815,42830,1
2816,44972,1
2817,44508,1
2818,42793,1
2819,43044,1
2820,44507,1
2821,42723,1
2822,43798,1
2823,42658,1
2824,45393,1
2825,42088,1
2826,40692,1
2827,42938,1
2828,46770,1
2829,45891,1
2830,45892,1
2831,45894,1
2832,44667,1
2833,41740,1
2834,44584,1
2835,41741,1
2836,41744,1
2837,41746,1
2838,40929,1
2839,41752,1
2840,44362,1
2841,46244,1
